id,thai_name,english_name,scientific_name,order,family,category,origin_type,iucn_status,thai_zoos,highlight_notes
113,แมวน้ำเคปเฟอร์ซีล,Cape Fur Seal,Arctocephalus pusillus,Carnivora,Otariidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, ซาฟารีเวิลด์",สัตว์ทะเลดาวเด่นโชว์ความสามารถ ขนหนาสองชั้น ใบหูขนาดเล็ก คล่องแคล่วทั้งในน้ำและบนบก
114,แมวป่า / เสือกระต่าย,Jungle Cat,Felis chaus,Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เชียงใหม่, สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา",แมวป่าขายาว ปลายหูมีพู่ขนสีดำสั้น หายากมากในธรรมชาติไทย
115,แมวป่าเซอร์วัล,Serval,Leptailurus serval,Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์, เชียงใหม่ไนท์ซาฟารี",แมวป่าแอฟริกาขายาว หูใหญ่ กระโดดตะปบเหยื่อในพงหญ้าได้อย่างแม่นยำ
116,แมวป่าหัวแบน,Flat-headed Cat,Prionailurus planiceps,Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),EN (ใกล้สูญพันธุ์),"สถานีเพาะเลี้ยงสัตว์ป่าโคกไม้เรือ นราธิวาส, ป่าพรุโต๊ะแดง",สัตว์ป่าสงวนลำดับใหม่ของไทย กะโหลกแบนยาว ตาอยู่ชิดด้านหน้า ฟันแหลมจับปลากิน อาศัยในป่าพรุน้ำจืด
117,แมวลายหินอ่อน,Marbled Cat,Pardofelis marmorata,Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ประจำถิ่นไทย (Native),NT (ใกล้ถูกคุกคาม),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์สงขลา",สัตว์ป่าสงวนของไทย ลายหินอ่อนคล้ายเสือลายเมฆแต่ขนาดเท่าแมวบ้าน หางหนายาวมาก
118,ยีราฟ,Giraffe,Giraffa camelopardalis,Artiodactyla,Giraffidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, สวนสัตว์ขอนแก่น",สัตว์บกที่สูงที่สุดในโลก จุดให้อาหารยอดนิยมในสวนสัตว์ไทย
119,แรคคูน,Common Raccoon,Procyon lotor,Carnivora,Procyonidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์ขอนแก่น, ซาฟารีเวิลด์",มีแถบดำรอบดวงตาคล้ายหน้ากากโจร อุ้งมือไว นิยมล้างอาหารในน้ำก่อนกิน
120,แรดขาว,White Rhinoceros,Ceratotherium simum,Perissodactyla,Rhinocerotidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),NT (ใกล้ถูกคุกคาม),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา, ซาฟารีเวิลด์, เชียงใหม่ไนท์ซาฟารี",สัตว์บกขนาดใหญ่อันดับสองรองจากช้าง ปากกว้างรูปสี่เหลี่ยมสำหรับเล็มหญ้า
121,แรดอินเดีย,Indian Rhinoceros,Rhinoceros unicornis,Perissodactyla,Rhinocerotidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เชียงใหม่, ซาฟารีเวิลด์",แรดนอเดียว ผิวหนังหนาพับเป็นรอยคล้ายชุดเกราะโบราณ
122,ละองละมั่งพันธุ์ไทย,Siamese Eld's Deer,Rucervus eldii siamensis,Artiodactyla,Cervidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ประจำถิ่นไทย (Native),CR (วิกฤติต่อการสูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สถานีเพาะเลี้ยงสัตว์ป่าห้วยขาแข้ง, สวนสัตว์นครราชสีมา",สัตว์ป่าสงวนของไทย เคยสูญพันธุ์จากธรรมชาติไทย ปัจจุบันขยายพันธุ์และปล่อยคืนสู่ป่าสำเร็จ
123,ละองละมั่งพันธุ์พม่า,Thamin Deer,Rucervus eldii thamin,Artiodactyla,Cervidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),EN (ใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา, สวนสัตว์เชียงใหม่, สวนสัตว์ขอนแก่น",กวางเขาสวยงาม มีความสำเร็จสูงในการเพาะเลี้ยงในสวนสัตว์ไทย
124,ลาแคระ,Miniature Donkey,Equus asinus,Perissodactyla,Equidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),Domesticated (เลี้ยง),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์นครราชสีมา, ซาฟารีเวิลด์",ลาขนาดเล็ก น่ารัก อดทน เป็นมิตรกับเด็กๆ
125,ลาป่าโซมาลี,Somali Wild Ass,Equus africanus somaliensis,Perissodactyla,Equidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),CR (วิกฤติต่อการสูญพันธุ์),สวนสัตว์เปิดเขาเขียว,บรรพบุรุษของลาบ้าน ขาสี่ข้างมีลายพาดขวางคล้ายม้าลาย หายากอย่างยิ่งในธรรมชาติ ทนทานความแห้งแล้งสูง
126,ลามะ,Llama,Lama glama,Artiodactyla,Camelidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ต่างถิ่นนำเข้า (Exotic),Domesticated (เลี้ยง),"สวนสัตว์เชียงใหม่, สวนสัตว์เปิดเขาเขียว, สวนสัตว์ขอนแก่น, ซาฟารีเวิลด์",สัตว์ตระกูลอูฐแห่งเทือกเขาแอนดีส อเมริกาใต้ ใบหูยาวโค้งคล้ายกล้วย
127,ลิงกระรอกคอมมอน,Common Squirrel Monkey,Saimiri sciureus,Primates,Cebidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, ซาฟารีเวิลด์, สวนสัตว์ขอนแก่น",ลิงตัวเล็กจากอเมริกาใต้ ว่องไวมาก ขนสีเขียวอมมะกอก หน้าขาวปากดำ ตาแป๋ว
128,ลิงกระรอกปากดำ,Black-capped Squirrel Monkey,Saimiri boliviensis,Primates,Cebidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"ซาฟารีเวิลด์, สวนสัตว์เปิดเขาเขียว",บนหัวมีหมวกสีดำเข้มตัดกับใบหน้าสีขาว ลำตัวสีเหลืองทอง คล่องแคล่วและชอบรวมกลุ่มเป็นฝูงใหญ่
129,ลิงกังใต้,Southern Pig-tailed Macaque,Macaca nemestrina,Primates,Cercopithecidae,ลิงและไพรเมต,สัตว์ประจำถิ่นไทย (Native),EN (ใกล้สูญพันธุ์),"สวนสัตว์สงขลา, สวนสัตว์เปิดเขาเขียว",หางสั้นชี้โค้งขึ้น ลำตัวสีน้ำตาลปนเทา ฉลาดและแข็งแรง ในอดีตช่วยชาวบ้านเก็บมะพร้าวในภาคใต้
130,ลิงกังเหนือ,Northern Pig-tailed Macaque,Macaca leonina,Primates,Cercopithecidae,ลิงและไพรเมต,สัตว์ประจำถิ่นไทย (Native),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, สวนสัตว์สงขลา",หางสั้นชี้ขึ้นคล้ายหางหมู ฉลาด ว่องไว ในอดีตได้รับการฝึกช่วยเก็บมะพร้าวในภาคใต้
131,ลิงคอตตอนท็อปทามาริน,Cotton-top Tamarin,Saguinus oedipus,Primates,Callitrichidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),CR (วิกฤติต่อการสูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, ซาฟารีเวิลด์",มีหงอนขนสีขาวฟูยาวจากหน้าผาลงไปถึงไหล่คล้ายปุยฝ้าย รูปร่างแปลกตาน่ารัก
132,ลิงคาปูชินหน้าขาว,White-fronted Capuchin,Cebus albifrons,Primates,Cebidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"ซาฟารีเวิลด์, สวนสัตว์เปิดเขาเขียว",ใบหน้าและลำตัวด้านหน้าสีครีมขาว ลำตัวสีน้ำตาลอ่อน มีความอยากรู้อยากเห็นและฉลาดในการแก้ปัญหา
133,ลิงคาปูชินหัวดำ,Tufted Capuchin,Sapajus apella,Primates,Cebidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์",ลิงอเมริกาใต้ที่มีความฉลาดสูงมาก สามารถใช้หินก้อนใหญ่ทุบกะลามะพร้าวและลูกถั่วเปลือกแข็งกินได้
134,ลิงเจลาดา,Gelada Baboon,Theropithecus gelada,Primates,Cercopithecidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"เชียงใหม่ไนท์ซาฟารี, สวนสัตว์เชียงใหม่",ลิงกินหญ้าแห่งที่ราบสูงเอธิโอเปีย ตัวผู้มีแผงขนคลุมไหล่หนายาวสง่างาม และมีแผ่นหนังสีแดงรูปนาฬิกาทรายที่หน้าอก
135,ลิงชิมแปนซี,Chimpanzee,Pan troglodytes,Primates,Hominidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),EN (ใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, สวนสัตว์สงขลา, ซาฟารีเวิลด์",ญาติสนิทที่สุดของมนุษย์ทางพันธุกรรม ฉลาด เรียนรู้ภาษามือและใช้เครื่องมืออย่างชำนาญ
136,ลิงซ์ยูเรเชีย,Eurasian Lynx,Lynx lynx,Carnivora,Felidae,สัตว์กินเนื้อ,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เชียงใหม่, เชียงใหม่ไนท์ซาฟารี",แมวป่าขนาดกลาง ปลายหูมีพู่ขนสีดำยาวชี้ฟ้า อุ้งตีนหนาใหญ่ทำหน้าที่คล้ายรองเท้าลุยหิมะ หางสั้นกุด
137,ลิงซากิหน้าขาว,White-faced Saki,Pithecia pithecia,Primates,Pitheciidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),สวนสัตว์เปิดเขาเขียว (โซนสัตว์ป่าอเมริกาใต้),ตัวผู้ขนสีดำสนิทใบหน้าสีขาวนวลตัดกันชัดเจน ขนหนานุ่ม หางยาวเป็นพวง กระโดดข้ามกิ่งไม้อย่างรวดเร็ว
138,ลิงทามารินมือทอง,Red-handed Tamarin (Golden-handed Tamarin),Saguinus midas,Primates,Callitrichidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),สวนสัตว์เปิดเขาเขียว,ขนมือและเท้าสีส้มแดงหรือสีทองตัดกับลำตัวสีดำสนิท ปีนป่ายและกระโดดลงสู่พื้นดินได้อย่างคล่องแคล่ว
139,ลิงทามารินสิงโตทอง,Golden Lion Tamarin,Leontopithecus rosalia,Primates,Callitrichidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),EN (ใกล้สูญพันธุ์),สวนสัตว์เปิดเขาเขียว,ขนสีทองอร่ามทั่วตัว มีแผงขนรอบหัวคล้ายสิงโต สัตว์อนุรักษ์ระดับโลกจากป่าชายฝั่งแอตแลนติกของบราซิล
140,ลิงทามารินเอ็มเพอเรอร์,Emperor Tamarin,Saguinus imperator,Primates,Callitrichidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์",มีหนวดเคราสีขาวยาวโค้งงอสวยงามคล้ายจักรพรรดิเยอรมัน ลำตัวเล็กคล่องแคล่ว อาศัยตามป่าฝนแอมะซอน
141,ลิงบาบูนกีนี,Guinea Baboon,Papio papio,Primates,Cercopithecidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),NT (ใกล้ถูกคุกคาม),ซาฟารีเวิลด์,บาบูนขนาดเล็กที่สุด ขนสีน้ำตาลแดง ใบหน้าสีม่วงคล้ำ อาศัยอยู่เป็นฝูงตามป่าโปร่งและสะวันนาแอฟริกาตะวันตก
142,ลิงบาบูนโอลีฟ,Olive Baboon,Papio anubis,Primates,Cercopithecidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"ซาฟารีเวิลด์, สวนสัตว์เปิดเขาเขียว",บาบูนขนสีเขียวมะกอกปนเทา รูปร่างกำยำ จมูกยาวคล้ายสุนัข อาศัยอยู่รวมกันเป็นฝูงใหญ่ในทุ่งสะวันนา
143,ลิงบาบูนฮามาดรียาส,Hamadryas Baboon,Papio hamadryas,Primates,Cercopithecidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, ซาฟารีเวิลด์",ตัวผู้มีแผงขนสีเทาเงินยาวคลุมไหล่สง่างาม หน้าสีชมพู บาบูนศักดิ์สิทธิ์ของอียิปต์โบราณ
144,ลิงมาโมเสทจอฟฟรอย,White-headed Marmoset (Geoffroy's Marmoset),Callithrix geoffroyi,Primates,Callitrichidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),สวนสัตว์เปิดเขาเขียว,หน้าผากและแก้มสีขาวบริสุทธิ์ ใบหูมีพู่ขนยาวสีดำ ลำตัวสีน้ำตาลเข้มปนดำ น่ารักและว่องไวมาก
145,ลิงมาโมเสทหูขาว,Common Marmoset,Callithrix jacchus,Primates,Callitrichidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, ซาฟารีเวิลด์",ลิงขนาดจิ๋ว ปลายหูมีพู่ขนสีขาวฟู ลำตัวลายเทาสลับขาว ชอบกินยางไม้และแมลง
146,ลิงมาโมเสทหูพู่ดำ,Black-tufted Marmoset,Callithrix penicillata,Primates,Callitrichidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์",มีพู่ขนสีดำยาวหนาข้างใบหู ลำตัวลายริ้วสีเทาขาว นิ้วมีกรงเล็บแหลมคมสำหรับเกาะเปลือกไม้หากินน้ำยาง
147,ลิงมาร์โมเซตแคระ,Pygmy Marmoset,Cebuella pygmaea,Primates,Callitrichidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์",ลิงแท้ขนาดเล็กที่สุดในโลก น้ำหนักตัวเพียง 100 กรัม เจาะเปลือกไม้กินน้ำเลี้ยงเป็นอาหาร
148,ลิงแมนดริล,Mandrill,Mandrillus sphinx,Primates,Cercopithecidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์",ลิงที่สีสันสดใสที่สุดในโลก ตัวผู้มีสันจมูกสีแดงสดแก้มสีฟ้าอมน้ำเงิน และก้นสีม่วงแดงสะดุดตา
149,ลิงวอก,Rhesus Macaque,Macaca mulatta,Primates,Cercopithecidae,ลิงและไพรเมต,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา",ลิงหน้าสีเนื้อ ขนด้านหลังสีทองอมส้ม อาศัยเป็นฝูงใหญ่ มีบทบาทสำคัญในประวัติศาสตร์การวิจัยทางการแพทย์
150,ลิงสไปเดอร์หน้าดำ,Black-handed Spider Monkey,Ateles geoffroyi,Primates,Atelidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),EN (ใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์",แขนขายาวคล้ายแมงมุม หางยึดจับกิ่งไม้ได้เหนียวแน่นเหมือนมือที่ห้า ห้อยโหนข้ามกิ่งไม้อย่างรวดเร็ว
151,ลิงเสน,Stump-tailed Macaque,Macaca arctoides,Primates,Cercopithecidae,ลิงและไพรเมต,สัตว์ประจำถิ่นไทย (Native),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, สวนสัตว์ขอนแก่น",หน้าสีแดงสด หางสั้นกุดมาก ขนสีน้ำตาลเข้ม ชอบอากาศหนาวเย็นตามป่าภูเขา
152,ลิงแสม,Crab-eating Macaque,Macaca fascicularis,Primates,Cercopithecidae,ลิงและไพรเมต,สัตว์ประจำถิ่นไทย (Native),EN (ใกล้สูญพันธุ์ระดับโลก),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์สงขลา, สวนสัตว์นครราชสีมา, สวนสัตว์เชียงใหม่",ลิงหางยาวที่พบมากที่สุดในไทยตามป่าชายเลนและวัด ชอบว่ายน้ำจับปูและหอยกิน
153,ลิงอัสสัม / ลิงไอ้เงียะ,Assamese Macaque,Macaca assamensis,Primates,Cercopithecidae,ลิงและไพรเมต,สัตว์ประจำถิ่นไทย (Native),NT (ใกล้ถูกคุกคาม),"สวนสัตว์เชียงใหม่, ถ้ำปลา เชียงราย, ดอยเชียงดาว",ลิงภูเขาหน้าแดง ขนหนาสีน้ำตาลปนเทา อาศัยตามหน้าผาหินปูนสูงชันในภาคเหนือ
154,ลิงอุรังอุตังบอร์เนียว,Bornean Orangutan,Pongo pygmaeus,Primates,Hominidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),CR (วิกฤติต่อการสูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, ซาฟารีเวิลด์, สวนสัตว์สงขลา",ตัวผู้โตเต็มวัยมีกระพุ้งแก้มแผ่กว้าง ฉลาดหลักแหลม มีการแสดงยอดฮิตที่ซาฟารีเวิลด์
155,ลิงอุรังอุตังลูกผสม,Hybrid Orangutan,Pongo pygmaeus x abelii,Primates,Hominidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),Ex Situ captive,"ซาฟารีเวิลด์, สวนสัตว์เปิดเขาเขียว",ลูกผสมระหว่างอุรังอุตังบอร์เนียวและสุมาตราจากการเพาะเลี้ยงในอดีต มีบทบาทในการแสดงความฉลาดแสนรู้
156,ลิงอุรังอุตังสุมาตรา,Sumatran Orangutan,Pongo abelii,Primates,Hominidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),CR (วิกฤติต่อการสูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, ซาฟารีเวิลด์",วานรใหญ่ขนสีส้มแดง ใบหน้ายาว ขนเคราและหนวดสีซีด ฉลาดและสร้างเครื่องมือได้
157,ลิงฮาวเลอร์ดำ,Black Howler Monkey,Alouatta caraya,Primates,Atelidae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),LC (มีความเสี่ยงต่ำ),"สวนสัตว์เปิดเขาเขียว, ซาฟารีเวิลด์",ลิงที่มีเสียงกู่ร้องดังก้องที่สุดในโลก ลมคอและกระดูกไฮออยด์ขนาดใหญ่ขยายเสียงร้องได้ยินไกลกว่า 5 กิโลเมตร
158,ลิ่นชวา / ตัวนิ่ม,Sunda Pangolin,Manis javanica,Pholidota,Manidae,สัตว์ฟันแทะและสัตว์เลี้ยงลูกด้วยนมโบราณ,สัตว์ประจำถิ่นไทย (Native),CR (วิกฤติต่อการสูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์สงขลา, สถานีเพาะเลี้ยงสัตว์ป่าบางละมุง",เกล็ดเคราตินแข็งหุ้มทั่วตัว ขดตัวเป็นก้อนกลมเมื่อถูกคุกคาม ถูกลักลอบล่าจนวิกฤติ
159,ลีเมอร์ขาวดำ,Black-and-white Ruffed Lemur,Varecia variegata,Primates,Lemuridae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),CR (วิกฤติต่อการสูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา",ขนปุยหนาสีขาวสลับดำ มีแผงคอหนา เสียงร้องเตือนภัยดังกังวานคล้ายเสียงหวูด
160,ลีเมอร์คอดำแดง,Red Ruffed Lemur,Varecia rubra,Primates,Lemuridae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),CR (วิกฤติต่อการสูญพันธุ์),สวนสัตว์เปิดเขาเขียว,ขนหนานุ่มสีแดงสนิมตัดกับใบหน้า ท้อง และหางสีดำขลับ มีแถบขาวที่ท้ายทอย เสียงร้องกังวานเตือนภัย
161,ลีเมอร์มงกุฎ,Crowned Lemur,Eulemur coronatus,Primates,Lemuridae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),EN (ใกล้สูญพันธุ์),สวนสัตว์เปิดเขาเขียว,มีลวดลายรูปมงกุฎสีส้มอมน้ำตาลรูปตัว V บนหน้าผาก สัตว์เฉพาะถิ่นแห่งเกาะมาดากัสการ์ตอนเหนือ
162,ลีเมอร์หางแหวน,Ring-tailed Lemur,Lemur catta,Primates,Lemuridae,ลิงและไพรเมต,สัตว์ต่างถิ่นนำเข้า (Exotic),EN (ใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์นครราชสีมา, สวนสัตว์ขอนแก่น, ซาฟารีเวิลด์",ลีเมอร์มาดากัสการ์ หางยาวมีลายปล้องขาวดำ 13-15 ปล้อง ชอบนั่งผึ่งแดดยามเช้า
163,เลียงผาใต้,Sumatran Serow (Mainland Serow),Capricornis sumatraensis,Artiodactyla,Bovidae,สัตว์มีกีบและสัตว์กินพืชขนาดใหญ่,สัตว์ประจำถิ่นไทย (Native),VU (มีแนวโน้มใกล้สูญพันธุ์),"สวนสัตว์เปิดเขาเขียว, สวนสัตว์เชียงใหม่, สวนสัตว์สงขลา, สวนสัตว์นครราชสีมา",สัตว์ป่าสงวนของไทย ชำนาญการปีนป่ายหน้าผาหินปูนสูงชัน มีต่อมน้ำมันใต้ตา
164,โลมาแถบ,Striped Dolphin,Stenella coeruleoalba,Cetartiodactyla,Delphinidae,สัตว์เลี้ยงลูกด้วยนมทางทะเล,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),ศูนย์วิจัยทรัพยากรทางทะเลฯ ทะเลอันดามัน,มีลายเส้นสีน้ำเงินเข้มและขาวพาดตามแนวลำตัว กระโดดหมุนตัวสูงเหนือน้ำ ว่ายน้ำรวดเร็วมาก
165,โลมาปากขวด,Common Bottlenose Dolphin,Tursiops truncatus,Cetartiodactyla,Delphinidae,สัตว์เลี้ยงลูกด้วยนมทางทะเล,สัตว์ต่างถิ่นนำเข้า / สัตว์ทะเลสากล,LC (มีความเสี่ยงต่ำ),"โอเอซิส ซีเวิลด์ จันทบุรี, พัทยา ดอลฟินส์ เวิลด์, ซาฟารีเวิลด์",ฉลาด ขี้เล่น มีการแสดงกระโดดลอดห่วงและว่ายน้ำร่วมกับมนุษย์
166,โลมาฟราเซอร์,Fraser's Dolphin,Lagenodelphis hosei,Cetartiodactyla,Delphinidae,สัตว์เลี้ยงลูกด้วยนมทางทะเล,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),ศูนย์วิจัยทรัพยากรทางทะเลฯ ภูเก็ต / ทะเลอันดามัน,โลมาทะเลลึก ลำตัวหนากำยำ มีแถบสีเข้มพาดจากตาไปถึงก้น ครีบหลังและครีบอกมีขนาดเล็ก รวมฝูงว่ายเร็ว
167,โลมาฟันห่าง,Rough-toothed Dolphin,Steno bredanensis,Cetartiodactyla,Delphinidae,สัตว์เลี้ยงลูกด้วยนมทางทะเล,สัตว์ประจำถิ่นไทย (Native),LC (มีความเสี่ยงต่ำ),"ศูนย์วิจัยทรัพยากรทางทะเลฯ ภูเก็ต, อ่าวไทยตอนล่าง",จะงอยปากยาวเรียวเชื่อมต่อกับหน้าผากเป็นแนวลาดตรง ฟันมีร่องหยักหยาบ ดำน้ำลึกหาปลาหมึกกิน
168,โลมาหัวบาตรหลังเรียบ,Indo-Pacific Finless Porpoise,Neophocaena phocaenoides,Cetartiodactyla,Phocoenidae,สัตว์เลี้ยงลูกด้วยนมทางทะเล,สัตว์ประจำถิ่นไทย (Native),VU (มีแนวโน้มใกล้สูญพันธุ์),"ศูนย์วิจัยทรัพยากรทางทะเลฯ อ่าวไทยตอนบน, สวนสัตว์สงขลา",โลมาขนาดเล็กไม่มีครีบหลัง ลำตัวสีเทาตะกั่ว ชอบอาศัยน้ำตื้นชายฝั่งและปากแม่น้ำของไทย
169,โลมาอิรวดี,Irrawaddy Dolphin,Orcaella brevirostris,Cetartiodactyla,Delphinidae,สัตว์เลี้ยงลูกด้วยนมทางทะเล,สัตว์ประจำถิ่นไทย (Native),EN / CR (ประชากรทะเลสาบสงขลา),"โอเอซิส ซีเวิลด์ จันทบุรี, ศูนย์วิจัยทรัพยากรทางทะเลฯ, ทะเลสาบสงขลา",หัวกลมมนไม่มีจะงอยปาก พ่นน้ำเป็นลำเตี้ยๆ ประชากรในทะเลสาบสงขลาเหลือน้อยมากจนวิกฤติ
